_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid,Latitude,Longitude
63,Geelong,Big W Geelong Westfield,95 Malop Street,VIC,3220,10/09/2021,10/09/2021,5:10pm - 5:40pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:10:00,17:40:00,D8N2,-38.1475485,144.3625276
64,Corio,Kmart Corio Villiage Shopping Centre,Corner Bacchus Marsh & Purnell Roads,VIC,3214,12/09/2021,12/09/2021,3:40pm - 4:15pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:40:00,16:15:00,A3D9,-38.06752396,144.3773804
65,Corio,Chemist Warehouse Corio,7/470-490 Princes Highway,VIC,3214,12/09/2021,12/09/2021,4:09pm - 4:40pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:09:00,16:40:00,E7V4,-38.0640236,144.3832548
66,Lara,Woolworths Centreway Shopping Centre Lara,48/50 The Centre Way,VIC,3212,12/09/2021,12/09/2021,6:30pm - 7:15pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:30:00,19:15:00,D9C2,-38.0229066,144.4081688
67,Lara,Coles Lara Village Shopping Centre,2-4 Waverly Road,VIC,3212,14/09/2021,14/09/2021,4:33pm - 5:30pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:33:00,17:30:00,D9A8,-38.0232353,144.4093582
68,Bacchus Marsh,Vinnies Bacchus Marsh,8 Grant Street,VIC,3340,17/09/2021,17/09/2021,11:55am - 12:30pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:55:00,12:30:00,B8J3,-37.6763106,144.4354361
69,Lara,Rods Bakery,20 Patullos Road,VIC,3212,19/09/2021,19/09/2021,12:08pm - 12:40pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:08:00,12:40:00,D5B4,-38.0231015,144.395604
70,Corio,Kmart Corio Villiage Shopping Centre,Corner Bacchus Marsh & Purnell Roads,VIC,3214,19/09/2021,19/09/2021,12:45pm - 1:30pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:45:00,13:30:00,C3C7,-38.06752396,144.3773804
71,Corio,Peak Pharmacy Corio Village Shopping Centre,Corner Bacchus Marsh & Purnell Roads,VIC,3214,19/09/2021,19/09/2021,1:10pm - 2:00pm,Case attended venue,21/09/2021,21/09/2021,16:33:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:10:00,14:00:00,C8J7,-38.06752396,144.3773804
72,Geelong West,The Village Door,156 Pakington Street,VIC,3218,16/09/2021,16/09/2021,10:10am - 10:50am,Case attended venue,21/09/2021,21/09/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:10:00,10:50:00,E4C9,-38.1405147,144.3485531
73,Campbellfield,Burgies Campbellfield,3/1488 Sydney Road,VIC,3061,16/09/2021,16/09/2021,11:00am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,21/09/2021,21/09/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:00:00,16:30:00,D4Y8,-37.684579,144.9580297
74,Pakenham,St. Antony Medical Centre,2-6 Princes Highway,VIC,3810,16/09/2021,16/09/2021,3:30pm - 4:05pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,21/09/2021,21/09/2021,11:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:05:00,C2L2,-38.0716916,145.4886143
75,Torquay,4 Pines Torquay,1/61 Surf Coast Highway,VIC,3228,15/09/2021,15/09/2021,5:00pm - 7:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,21/09/2021,21/09/2021,11:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,19:00:00,B6B6,-38.3262299,144.3171206
76,Werribee,Werribee Post Shop,175 Watton Street,VIC,3030,9/09/2021,9/09/2021,11:50am - 5:40pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,21/09/2021,21/09/2021,10:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:50:00,17:40:00,E9D8,-37.903755,144.658368
77,Campbellfield,Raptor Gas Springs,29 Lara Way,VIC,3061,15/09/2021,15/09/2021,7:00am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,16:30:00,E4U8,-37.6581728,144.9678288
78,Campbellfield,Raptor Gas Springs,29 Lara Way,VIC,3061,16/09/2021,16/09/2021,7:00am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,16:30:00,D9E5,-37.6581728,144.9678288
79,Campbellfield,Burgies Campbellfield,3/1488 Sydney Road,VIC,3061,16/09/2021,16/09/2021,5:00pm - 11:50pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,23:50:00,E5X3,-37.684579,144.9580297
80,Campbellfield,Burgies Campbellfield,3/1488 Sydney Road,VIC,3061,17/09/2021,17/09/2021,12:00pm - 11:50pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,23:50:00,B7B5,-37.684579,144.9580297
81,Epping,EU Automotive Industries Epping,8/17 Lydia Court,VIC,3076,13/09/2021,13/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,C8Z4,-37.6472838,145.0020529
82,Epping,EU Automotive Industries Epping,8/17 Lydia Court,VIC,3076,14/09/2021,14/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,C7N9,-37.6472838,145.0020529
83,Epping,EU Automotive Industries Epping,8/17 Lydia Court,VIC,3076,15/09/2021,15/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,D9D8,-37.6472838,145.0020529
84,Epping,EU Automotive Industries Epping,8/17 Lydia Court,VIC,3076,16/09/2021,16/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,C8M2,-37.6472838,145.0020529
85,Epping,EU Automotive Industries Epping,8/17 Lydia Court,VIC,3076,17/09/2021,17/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,C5T2,-37.6472838,145.0020529
